Indicator,Group,State,Subgroup,Phase,"Time Period","Time Period Label","Time Period Start Date","Time Period End Date",Value,LowCI,HighCI,"Confidence Interval","Quartile range","Quartile number","Suppression Flag"
"Ever had COVID","By Race/Hispanic ethnicity","United States","Non-Hispanic Asian, single race",3.5,46,"Jun 1 - Jun 13, 2022",6/1/2022,6/13/2022,36.8,33.6,40.1,"33.6 - 40.1",,,
"Ever had COVID","By Race/Hispanic ethnicity","United States","Non-Hispanic, other races and multiple races",3.5,46,"Jun 1 - Jun 13, 2022",6/1/2022,6/13/2022,44.4,41,47.9,"41.0 - 47.9",,,
"Ever had COVID","By Education","United States","Less than a high school diploma",3.5,46,"Jun 1 - Jun 13, 2022",6/1/2022,6/13/2022,37.9,33,43,"33.0 - 43.0",,,
"Ever had COVID","By Education","United States","High school diploma or GED",3.5,46,"Jun 1 - Jun 13, 2022",6/1/2022,6/13/2022,39.5,38,41.1,"38.0 - 41.1",,,
"Ever had COVID","By Education","United States","Some college/Associate's degree",3.5,46,"Jun 1 - Jun 13, 2022",6/1/2022,6/13/2022,42.6,41.3,43.8,"41.3 - 43.8",,,
"Ever had COVID","By Education","United States","Bachelor's degree or higher",3.5,46,"Jun 1 - Jun 13, 2022",6/1/2022,6/13/2022,39.5,38.8,40.2,"38.8 - 40.2",,,
"Ever had COVID","By Disability status","United States","With disability",3.5,46,"Jun 1 - Jun 13, 2022",6/1/2022,6/13/2022,40.4,38.1,42.7,"38.1 - 42.7",,,
"Ever had COVID","By Disability status","United States","Without disability",3.5,46,"Jun 1 - Jun 13, 2022",6/1/2022,6/13/2022,39.3,38.4,40.2,"38.4 - 40.2",,,
"Ever had COVID","By State","New York","New York",3.5,46,"Jun 1 - Jun 13, 2022",6/1/2022,6/13/2022,46.8,42.9,50.7,"42.9 - 50.7",42.4-46.8,4,
"Ever experienced long COVID, as a percentage of all adults","National Estimate","United States","United States",3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,14.7,14.1,15.3,"14.1 - 15.3",,,
"Ever experienced long COVID, as a percentage of all adults","By Age","United States","18 - 29 years",3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,15.5,13.9,17.2,"13.9 - 17.2",,,
"Ever experienced long COVID, as a percentage of all adults","By Age","United States","30 - 39 years",3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,17.3,15.8,18.9,"15.8 - 18.9",,,
"Ever experienced long COVID, as a percentage of all adults","By Age","United States","40 - 49 years",3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,17.6,16.2,19,"16.2 - 19.0",,,
"Ever experienced long COVID, as a percentage of all adults","By Age","United States","50 - 59 years",3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,15.4,14.1,16.9,"14.1 - 16.9",,,
"Ever experienced long COVID, as a percentage of all adults","By Age","United States","60 - 69 years",3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,11.5,10.4,12.8,"10.4 - 12.8",,,
"Ever experienced long COVID, as a percentage of all adults","By Age","United States","70 - 79 years",3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,10.3,8.5,12.3,"8.5 - 12.3",,,
"Ever experienced long COVID, as a percentage of all adults","By Age","United States","80 years and above",3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,7.3,5.1,10.1,"5.1 - 10.1",,,
"Ever experienced long COVID, as a percentage of all adults","By Sex","United States",Male,3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,11.7,10.8,12.7,"10.8 - 12.7",,,
"Ever experienced long COVID, as a percentage of all adults","By Sex","United States",Female,3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,17.5,16.7,18.3,"16.7 - 18.3",,,
"Ever experienced long COVID, as a percentage of all adults","By Gender identity","United States","Cis-gender male",3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,11.5,10.6,12.5,"10.6 - 12.5",,,
"Ever experienced long COVID, as a percentage of all adults","By Gender identity","United States","Cis-gender female",3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,17.5,16.8,18.3,"16.8 - 18.3",,,
"Ever experienced long COVID, as a percentage of all adults","By Gender identity","United States",Transgender,3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,28.4,17.7,41.2,"17.7 - 41.2",,,
"Ever experienced long COVID, as a percentage of all adults","By Sexual orientation","United States","Gay or lesbian",3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,12.3,9.7,15.3,"9.7 - 15.3",,,
"Ever experienced long COVID, as a percentage of all adults","By Sexual orientation","United States",Straight,3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,14,13.4,14.7,"13.4 - 14.7",,,
"Ever experienced long COVID, as a percentage of all adults","By Sexual orientation","United States",Bisexual,3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,24.2,20.7,28.1,"20.7 - 28.1",,,
"Ever experienced long COVID, as a percentage of all adults","By Race/Hispanic ethnicity","United States","Hispanic or Latino",3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,19.5,17.5,21.5,"17.5 - 21.5",,,
"Ever experienced long COVID, as a percentage of all adults","By Race/Hispanic ethnicity","United States","Non-Hispanic White, single race",3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,14.1,13.3,14.8,"13.3 - 14.8",,,
"Ever experienced long COVID, as a percentage of all adults","By Race/Hispanic ethnicity","United States","Non-Hispanic Black, single race",3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,12,10.3,13.9,"10.3 - 13.9",,,
"Ever experienced long COVID, as a percentage of all adults","By Race/Hispanic ethnicity","United States","Non-Hispanic Asian, single race",3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,10.4,7.6,13.8,"7.6 - 13.8",,,
"Ever experienced long COVID, as a percentage of all adults","By Race/Hispanic ethnicity","United States","Non-Hispanic, other races and multiple races",3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,17.7,15,20.6,"15.0 - 20.6",,,
"Ever experienced long COVID, as a percentage of all adults","By Education","United States","Less than a high school diploma",3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,18.1,14.4,22.1,"14.4 - 22.1",,,
"Ever experienced long COVID, as a percentage of all adults","By Education","United States","High school diploma or GED",3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,16.1,14.9,17.3,"14.9 - 17.3",,,
"Ever experienced long COVID, as a percentage of all adults","By Education","United States","Some college/Associate's degree",3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,16.7,16,17.5,"16.0 - 17.5",,,
"Ever experienced long COVID, as a percentage of all adults","By Education","United States","Bachelor's degree or higher",3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,10.5,10,11.1,"10.0 - 11.1",,,
"Ever experienced long COVID, as a percentage of all adults","By Disability status","United States","With disability",3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,24.5,22.8,26.3,"22.8 - 26.3",,,
"Ever experienced long COVID, as a percentage of all adults","By Disability status","United States","Without disability",3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,12.9,12.2,13.6,"12.2 - 13.6",,,
"Ever experienced long COVID, as a percentage of all adults","By State","New York","New York",3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,14.8,11.1,19.2,"11.1 - 19.2",12.9-14.9,2,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","National Estimate","United States","United States",3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,34.3,33,35.6,"33.0 - 35.6",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Age","United States","18 - 29 years",3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,30.9,28.2,33.8,"28.2 - 33.8",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Age","United States","30 - 39 years",3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,33.7,30.9,36.6,"30.9 - 36.6",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Age","United States","40 - 49 years",3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,36.5,33.9,39.2,"33.9 - 39.2",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Age","United States","50 - 59 years",3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,35.6,32.8,38.5,"32.8 - 38.5",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Age","United States","60 - 69 years",3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,33.9,30.8,37.2,"30.8 - 37.2",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Age","United States","70 - 79 years",3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,37.7,32.6,42.9,"32.6 - 42.9",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Age","United States","80 years and above",3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,28.8,19.6,39.5,"19.6 - 39.5",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Sex","United States",Male,3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,28.4,26.4,30.6,"26.4 - 30.6",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Sex","United States",Female,3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,39.4,37.9,41,"37.9 - 41.0",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Gender identity","United States","Cis-gender male",3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,28,25.9,30.2,"25.9 - 30.2",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Gender identity","United States","Cis-gender female",3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,39.5,37.9,41.1,"37.9 - 41.1",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Gender identity","United States",Transgender,3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,55.2,40.4,69.4,"40.4 - 69.4",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Sexual orientation","United States","Gay or lesbian",3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,27.3,21.2,34.2,"21.2 - 34.2",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Sexual orientation","United States",Straight,3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,33.1,31.8,34.5,"31.8 - 34.5",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Sexual orientation","United States",Bisexual,3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,46.7,41.4,52.1,"41.4 - 52.1",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Race/Hispanic ethnicity","United States","Hispanic or Latino",3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,37.6,33.7,41.6,"33.7 - 41.6",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Race/Hispanic ethnicity","United States","Non-Hispanic White, single race",3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,33.5,32,35.1,"32.0 - 35.1",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Race/Hispanic ethnicity","United States","Non-Hispanic Black, single race",3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,33.5,29,38.2,"29.0 - 38.2",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Race/Hispanic ethnicity","United States","Non-Hispanic Asian, single race",3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,26.9,20.8,33.7,"20.8 - 33.7",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Race/Hispanic ethnicity","United States","Non-Hispanic, other races and multiple races",3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,39.8,34.2,45.6,"34.2 - 45.6",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Education","United States","Less than a high school diploma",3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,42.8,35.8,50,"35.8 - 50.0",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Education","United States","High school diploma or GED",3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,39.6,37.2,42,"37.2 - 42.0",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Education","United States","Some college/Associate's degree",3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,37,35.4,38.6,"35.4 - 38.6",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Education","United States","Bachelor's degree or higher",3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,24.5,23.2,25.8,"23.2 - 25.8",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Disability status","United States","With disability",3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,58.2,54.9,61.5,"54.9 - 61.5",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By Disability status","United States","Without disability",3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,30.4,28.8,32,"28.8 - 32.0",,,
"Ever experienced long COVID, as a percentage of adults who ever had COVID","By State","New York","New York",3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,32.3,24.8,40.6,"24.8 - 40.6",30.7-35.3,2,
"Currently experiencing long COVID, as a percentage of all adults","National Estimate","United States","United States",3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,7.6,7.2,8,"7.2 - 8.0",,,
"Currently experiencing long COVID, as a percentage of all adults","By Age","United States","18 - 29 years",3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,7.5,6.3,8.9,"6.3 - 8.9",,,
"Currently experiencing long COVID, as a percentage of all adults","By Age","United States","30 - 39 years",3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,8.2,7.2,9.4,"7.2 - 9.4",,,
"Currently experiencing long COVID, as a percentage of all adults","By Age","United States","40 - 49 years",3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,8.3,7.5,9.1,"7.5 - 9.1",,,
"Currently experiencing long COVID, as a percentage of all adults","By Age","United States","50 - 59 years",3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,8.8,7.8,9.8,"7.8 - 9.8",,,
"Currently experiencing long COVID, as a percentage of all adults","By Age","United States","60 - 69 years",3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,6.4,5.7,7.2,"5.7 - 7.2",,,
"Currently experiencing long COVID, as a percentage of all adults","By Age","United States","70 - 79 years",3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,6.4,4.7,8.5,"4.7 - 8.5",,,
"Currently experiencing long COVID, as a percentage of all adults","By Age","United States","80 years and above",3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,4,2.7,5.8,"2.7 - 5.8",,,
"Currently experiencing long COVID, as a percentage of all adults","By Sex","United States",Male,3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,5.5,4.8,6.2,"4.8 - 6.2",,,
"Currently experiencing long COVID, as a percentage of all adults","By Sex","United States",Female,3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,9.6,9,10.2,"9.0 - 10.2",,,
"Currently experiencing long COVID, as a percentage of all adults","By Gender identity","United States","Cis-gender male",3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,5.4,4.8,6.1,"4.8 - 6.1",,,
"Currently experiencing long COVID, as a percentage of all adults","By Gender identity","United States","Cis-gender female",3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,9.5,9,10.1,"9.0 - 10.1",,,
"Currently experiencing long COVID, as a percentage of all adults","By Gender identity","United States",Transgender,3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,14.6,7,25.6,"7.0 - 25.6",,,
"Currently experiencing long COVID, as a percentage of all adults","By Sexual orientation","United States","Gay or lesbian",3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,5.5,3.9,7.4,"3.9 - 7.4",,,
"Currently experiencing long COVID, as a percentage of all adults","By Sexual orientation","United States",Straight,3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,7.2,6.7,7.6,"6.7 - 7.6",,,
"Currently experiencing long COVID, as a percentage of all adults","By Sexual orientation","United States",Bisexual,3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,14.1,11.6,17,"11.6 - 17.0",,,
"Currently experiencing long COVID, as a percentage of all adults","By Race/Hispanic ethnicity","United States","Hispanic or Latino",3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,8.5,7.2,9.9,"7.2 - 9.9",,,
"Currently experiencing long COVID, as a percentage of all adults","By Race/Hispanic ethnicity","United States","Non-Hispanic White, single race",3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,7.7,7.2,8.2,"7.2 - 8.2",,,
"Currently experiencing long COVID, as a percentage of all adults","By Race/Hispanic ethnicity","United States","Non-Hispanic Black, single race",3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,6.3,5.1,7.6,"5.1 - 7.6",,,
"Currently experiencing long COVID, as a percentage of all adults","By Race/Hispanic ethnicity","United States","Non-Hispanic Asian, single race",3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,5.5,3.3,8.7,"3.3 - 8.7",,,
"Currently experiencing long COVID, as a percentage of all adults","By Race/Hispanic ethnicity","United States","Non-Hispanic, other races and multiple races",3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,8.8,7.1,10.7,"7.1 - 10.7",,,
"Currently experiencing long COVID, as a percentage of all adults","By Education","United States","Less than a high school diploma",3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,8.5,6,11.6,"6.0 - 11.6",,,
"Currently experiencing long COVID, as a percentage of all adults","By Education","United States","High school diploma or GED",3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,7.6,6.7,8.6,"6.7 - 8.6",,,
"Currently experiencing long COVID, as a percentage of all adults","By Education","United States","Some college/Associate's degree",3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,9.2,8.5,9.9,"8.5 - 9.9",,,
"Currently experiencing long COVID, as a percentage of all adults","By Education","United States","Bachelor's degree or higher",3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,5.9,5.5,6.3,"5.5 - 6.3",,,
"Currently experiencing long COVID, as a percentage of all adults","By Disability status","United States","With disability",3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,15.4,13.9,16.9,"13.9 - 16.9",,,
"Currently experiencing long COVID, as a percentage of all adults","By Disability status","United States","Without disability",3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,6.5,6.1,6.9,"6.1 - 6.9",,,
"Currently experiencing long COVID, as a percentage of all adults","By State","New York","New York",3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,8.7,6,12.1,"6.0 - 12.1",7.8-9.0,3,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID","National Estimate","United States","United States",3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,17.7,16.7,18.7,"16.7 - 18.7",,,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID","By Age","United States","18 - 29 years",3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,15.1,12.7,17.7,"12.7 - 17.7",,,
"Currently experiencing long COVID, as a percentage of adults who ever had COVID","By Age","United States","30 - 39 years",3.5,47,"Jun 29 - Jul 11, 2022",6/29/2022,7/11/2022,16,13.9,18.1,"13.9 - 18.1",,,
